date.added.to.catalog	pubmedid	first.author	date	journal	link	study	disease.trait	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	snp.gene.ids	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	snps	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	19p13.11	19	18460331	"SSBP4, ISYNA1, ELL"	ELL			8178			rs4808801-A	rs4808801		4808801	intron_variant	0	0.65	5.00E-15	14.30103		1.08	[1.05-1.1]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	19q13.31	19	43782361	"C19orf61, KCNN4, LYPD5, ZNF283"	KCNN4 - LYPD5	3783	284348		222	13566	rs3760982-A	rs3760982		3760982	upstream_gene_variant	0	0.46	2.00E-10	9.698970004		1.06	[1.04-1.08]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	22q12.2	22	29225488	"EMID1, RHBDD3, EWSR1, CHEK2"	"LOC105372985, EMID1"			"105372985, 129080"			rs132390-C	rs132390		132390	intron_variant	0	0.036	3.00E-09	8.522878745		1.12	[1.07-1.18]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	22q13.1	22	40480230	MKL1	MKL1			57591			rs6001930-C	rs6001930		6001930	intron_variant	0	0.11	9.00E-19	18.04575749		1.12	[1.09-1.16]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	1p11.2	1	121538815	intergenic	EMBP1			647121			rs11249433-G	rs11249433		11249433	intron_variant	0	0.4	2.00E-26	25.69897		1.09	[1.07-1.11]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	2q35	2	217041109	intergenic	LOC101928278			101928278			rs13387042-A	rs13387042		13387042	intergenic_variant	0	0.51	2.00E-57	56.69897		1.14	[1.11-1.16]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	3p24.1	3	27374522	SLC4A7	SLC4A7			9497			rs4973768-T	rs4973768		4973768	3_prime_UTR_variant	0	0.47	2.00E-30	29.69897		1.1	[1.08-1.12]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	5p15.33	5	1279675	TERT	TERT			7015			rs10069690-T	rs10069690		10069690	intron_variant	0	0.26	7.00E-09	8.15490196		1.06	[1.04-1.09]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	5p12	5	44706396	intergenic	LOC102723839 - LOC100506674	102723839	100506674		19214	37932	rs10941679-G	rs10941679		10941679	intergenic_variant	0	0.25	2.00E-37	36.69897		1.13	[1.10-1.15]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	5q11.2	5	56736057	MAP3K1	LOC101928448 - LOC105378979	101928448	105378979		129825	34270	rs889312-C	rs889312		889312	intergenic_variant	0	0.28	3.00E-36	35.52287875		1.12	[1.10-1.15]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	6q14.1	6	81483392	intergenic	LOC105377870 - LOC101928742	105377870	101928742		559354	8047	rs17530068-G	rs17530068		17530068	intergenic_variant	0	0.22	8.00E-09	8.096910013		1.05	[1.03-1.08]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	6q25.1	6	151592978	ESR1	CCDC170			80129			rs3757318-A	rs3757318		3757318	intron_variant	0	0.07	2.00E-21	20.69897		1.16	[1.12-1.21]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	8q24.21	8	127343372	intergenic	"CASC8, CASC21"			"727677, 103021164"			rs13281615-G	rs13281615		13281615	intron_variant	0	0.41	1.00E-27	27		1.09	[1.07-1.12]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	9p21.3	9	22062135	"CDKN2A, CDKN2B"	CDKN2B-AS1			100048912			rs1011970-T	rs1011970		1011970	intron_variant	0	0.17	6.00E-08	7.22184875		1.06	[1.03-1.08]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	9q31.2	9	108126198	intergenic	LOC105376214			105376214			rs865686-T	rs865686		865686	intergenic_variant	0	0.62	1.00E-34	34		1.12	[1.1-1.14]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	10q21.2	10	62518923	ZNF365	ZNF365			22891			rs10995190-G	rs10995190		10995190	intron_variant	0	0.84	1.00E-36	36		1.16	[1.14-1.19]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	10q22.3	10	79081391	ZMIZ1	ZMIZ1			57178			rs704010-T	rs704010		704010	intron_variant	0	0.38	7.00E-22	21.15490196		1.08	[1.06-1.10]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	10q26.13	10	121577821	FGFR2	FGFR2			2263			rs2981579-A	rs2981579		2981579	intron_variant	0	0.4	2.00E-170	169.69897		1.27	[1.24-1.29]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	11p15.5	11	1887776	LSP1	LSP1			4046			rs3817198-C	rs3817198		3817198	intron_variant	0	0.31	2.00E-11	10.69897		1.07	[1.05-1.09]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	11q13.3	11	69513996	intergenic	LINC01488 - CCND1	101928292	595		20453	127109	rs614367-T	rs614367		614367	intergenic_variant	0	0.15	2.00E-63	62.69897		1.21	[1.18-1.24]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	12p11.22	12	28002147	PTHLH	PTHLH - LOC105369710	5744	105369710		29416	34517	rs10771399-A	rs10771399		10771399	intergenic_variant	0	0.88	8.00E-31	30.09691001		1.16	[1.14-1.2]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	12q24.21	12	115398717	intergenic	LOC105370003			105370003			rs1292011-A	rs1292011		1292011	regulatory_region_variant	0	0.58	9.00E-22	21.04575749		1.09	[1.06-1.11]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	14q24.1	14	68567965	RAD51L1	RAD51B			5890			rs999737-C	rs999737		999737	intron_variant	0	0.77	3.00E-19	18.52287875		1.09	[1.06-1.11]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	16q12.1	16	52552429	TOX3	CASC16			643714			rs3803662-A	rs3803662		3803662	non_coding_transcript_exon_variant	0	0.26	2.00E-114	113.69897		1.24	[1.21-1.27]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	17q22	17	54979110	COX11	STXBP4			252983			rs6504950-G	rs6504950		6504950	intron_variant	0	0.72	2.00E-13	12.69897		1.06	[1.04-1.09]	"Affymetrix, Illumina [~ 2600000] (imputed)"
9/12/2013	23535729	Michailidou K	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	"10,052 European ancestry cases, 12,575 European ancestry controls"	"45,290 European ancestry cases, 41,880 European ancestry controls"	21q21.1	21	15148511	NRIP1	NRIP1 - LOC105372739	8204	105372739		82608	38126	rs2823093-G	rs2823093		2823093	intergenic_variant	0	0.73	7.00E-16	15.15490196		1.09	[1.06-1.11]	"Affymetrix, Illumina [~ 2600000] (imputed)"
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	2q36.3	2	227644742	intergenic	C2orf83 - SLC19A3	56918	80704		11422	40468	rs997363-C	rs997363		997363	intron_variant	0	0.4032	1.00E-06	6		1.986	[1.50-2.62]	Affymetrix [556045]
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	7q11.23	7	77433395	intergenic	LOC101927243 - LOC105375362	101927243	105375362		7951	13350	rs7780883-A	rs7780883		7780883	intergenic_variant	0	0.05376	2.00E-06	5.698970004		3.28	[1.956-5.50]	Affymetrix [556045]
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	2q14.2	2	118131653	intergenic	INSIG2 - LOC100506797	51141	100506797		21626	51269	rs6726538-A	rs6726538		6726538	downstream_gene_variant	0	0.3871	3.00E-06	5.522878745		1.946	[1.471-2.573]	Affymetrix [556045]
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	18q22.3	18	72259522	intergenic	LOC105372189 - CBLN2	105372189	147381		74797	276376	rs8088832-C	rs8088832		8088832	intergenic_variant	0	0.508	4.00E-06	5.397940009		1.94	[1.46-2.57]	Affymetrix [556045]
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	1q23.3	1	160773959	intergenic	LOC105371470			105371470			rs12068654-T	rs12068654		12068654	downstream_gene_variant	0	0.885	5.00E-06	5.301029996		3.23	[2.06-6.93]	Affymetrix [556045]
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	16p13.2	16	9232128	intergenic	LOC101927026			101927026			rs4782151-C	rs4782151		4782151	intergenic_variant	0	0.4677	5.00E-06	5.301029996		1.91	[1.44-2.52]	Affymetrix [556045]
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	8p21.3	8	20734998	intergenic	LOC105379398 - LOC105379315	105379398	105379315		321709	180987	rs11985951-T	rs11985951		11985951	intergenic_variant	0	0.871	6.00E-06	5.22184875		3.36	[1.94-5.83]	Affymetrix [556045]
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	8p23.3	8	2021565	intergenic	KBTBD11 - LOC105377780	9920	105377780		14622	12926	rs6558578-G	rs6558578		6558578	regulatory_region_variant	0	0.7608	7.00E-06	5.15490196		2.31	[1.59-3.34]	Affymetrix [556045]
11/8/2014	24700089	Miura K	4/4/2014	J Med Virol	www.ncbi.nlm.nih.gov/pubmed/24700089	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	Cervical cancer	"226 Japanese ancestry cases, 186 Japanese ancestry controls"	NA	7q21.13	7	88970471	ZNF804B	ZNF804B			219578			rs3899697-A	rs3899697		3899697	intron_variant	0	0.2787	9.00E-06	5.045757491		1.949	[1.449-2.621]	Affymetrix [556045]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	17q21.33	17	50196930	COL1A1	COL1A1			1277			rs2075555-?	rs2075555		2075555	intron_variant	0	NR	8.00E-08	7.096910013				Affymetrix [70897]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	5q34	5	164462274	intergenic	LOC101927835			101927835			rs6556756-?	rs6556756		6556756	intron_variant	0	NR	5.00E-07	6.301029996				Affymetrix [70897]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	12q21.1	12	73596057	intergenic	LOC105369839 - RPL31P48	105369839	645654		253086	52583	rs1154865-?	rs1154865		1154865	intergenic_variant	0	NR	7.00E-07	6.15490196				Affymetrix [70897]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	18q21.2	18	55997051	intergenic	LOC101927273 - LOC642484	101927273	642484		76852	6239	rs1978503-?	rs1978503		1978503	intron_variant	0	NR	1.00E-06	6				Affymetrix [70897]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	13q32.1	13	95222702	ABCC4	ABCC4			10257			rs1926657-?	rs1926657		1926657	intron_variant	0	NR	2.00E-06	5.698970004				Affymetrix [70897]
9/17/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Prostate cancer	"59 cases, 558 controls"	NA	3p22.2	3	37954986	CTDSPL	CTDSPL			10217			rs9311171-?	rs9311171		9311171	splice_region_variant	0	NR	2.00E-06	5.698970004				Affymetrix [70897]
9/17/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Prostate cancer	"59 cases, 558 controls"	NA	13q33.1	13	103275657	intergenic	SLC10A2 - LOC105370338	6555	105370338		208811	15312	rs1529276-?	rs1529276		1529276	intergenic_variant	0	NR	2.00E-06	5.698970004				Affymetrix [70897]
9/17/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Prostate cancer	"59 cases, 558 controls"	NA	6p12.2	6	51801833	PKHD1	PKHD1			5314			rs10498792-?	rs10498792		10498792	intron_variant	0	NR	3.00E-06	5.522878745				Affymetrix [70897]
9/17/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Prostate cancer	"59 cases, 558 controls"	NA	5q14.3	5	83689920	HAPLN1	HAPLN1			1404			rs4466137-?	rs4466137		4466137	intron_variant	0	NR	3.00E-06	5.522878745				Affymetrix [70897]
9/17/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Prostate cancer	"59 cases, 558 controls"	NA	3q24	3	145456001	intergenic	LOC105374141 - LOC105374142	105374141	105374142		559666	100892	rs345013-?	rs345013		345013	intergenic_variant	0	NR	5.00E-06	5.301029996				Affymetrix [70897]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	7q11.22	7	67594280	intergenic	LOC105375337 - LOC105375340	105375337	105375340		238005	1371	rs10263639-?	rs10263639		10263639	intergenic_variant	0	NR	3.00E-06	5.522878745				Affymetrix [70897]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	2p16.1	2	59272212	intergenic	"LOC105374754, LOC101927285"			"105374754, 101927285"			rs10490113-?	rs10490113		10490113	intron_variant	0	NR	5.00E-06	5.301029996				Affymetrix [70897]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	21q21.3	21	29805194	GRIK1	GRIK1			2897			rs458685-?	rs458685		458685	intron_variant	0	NR	6.00E-06	5.22184875				Affymetrix [70897]
9/10/2008	17903305	Murabito JM	9/19/2007	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	"58 cases, 665 controls"	NA	15q21.1	15	48608389	FBN1	FBN1			2200			rs1876206-?	rs1876206		1876206	intron_variant	0	NR	6.00E-06	5.22184875				Affymetrix [70897]
1/11/2012	22130093	Nam RK	12/1/2011	Cancer Biol Ther	www.ncbi.nlm.nih.gov/pubmed/22130093	New variants at 10q26 and 15q21 are associated with aggressive prostate cancer in a genome-wide association study from a prostate biopsy screening cohort.	Prostate cancer	"316 cases, 229 controls"	"55 Asian ancestry cases, 134 Asian ancestry controls, 1,382 European ancestry cases, 1,428 European ancestry controls, 184 Black cases, 127 Black controls, 42 cases, 87 controls"	10q26.12	10	121273005	intergenic	LINC01153 - LOC105378523	101927889	105378523		87039	18283	rs11199874-?	rs11199874		11199874	intergenic_variant	0	NR	3.00E-10	9.522878745				Affymetrix [443816]
1/11/2012	22130093	Nam RK	12/1/2011	Cancer Biol Ther	www.ncbi.nlm.nih.gov/pubmed/22130093	New variants at 10q26 and 15q21 are associated with aggressive prostate cancer in a genome-wide association study from a prostate biopsy screening cohort.	Prostate cancer	"316 cases, 229 controls"	"55 Asian ancestry cases, 134 Asian ancestry controls, 1,382 European ancestry cases, 1,428 European ancestry controls, 184 Black cases, 127 Black controls, 42 cases, 87 controls"	15q21.1	15	46347610	intergenic	LOC105370802 - LOC105370803	105370802	105370803		416541	260184	rs4775302-?	rs4775302		4775302	downstream_gene_variant	0	NR	4.00E-08	7.397940009				Affymetrix [443816]
2/12/2016	25956309	Palomba G	5/10/2015	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/25956309	Genome-wide association study of susceptibility loci for breast cancer in Sardinian population.	Breast cancer	"1,367 Sardinian cases, 1,658 Sardinian controls"	"201 Sardinian cases, 1,467 Sardinian controls, 61,485 European ancestry cases, 60,860 European ancestry controls"	10q26.13	10	121577603	FGFR2	FGFR2			2263			rs2912780-?	rs2912780		2912780	intron_variant	0	0.506	4.00E-06	5.397940009		1.302	(1.164-1.456)	Affymetrix [2067645] (imputed)
2/12/2016	25956309	Palomba G	5/10/2015	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/25956309	Genome-wide association study of susceptibility loci for breast cancer in Sardinian population.	Breast cancer	"1,367 Sardinian cases, 1,658 Sardinian controls"	"201 Sardinian cases, 1,467 Sardinian controls, 61,485 European ancestry cases, 60,860 European ancestry controls"	16q12.1	16	52532542	TOX3	TOX3			27324			rs2193094-?	rs2193094		2193094	intron_variant	0	0.478	2.00E-07	6.698970004		1.337	(1.198-1.491)	Affymetrix [2067645] (imputed)
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	8q24.21	8	127401060	MYC	"CASC8, CCAT2"			"727677, 101805488"			rs6983267-G	rs6983267		6983267	non_coding_transcript_exon_variant	0	0.5	1.00E-11	11		1.13	[1.09-1.18]	"Affymetrix, Illumina [2708280] (imputed)"
