date.added.to.catalog	PUBMEDID	first.author	date	journal	link	STUDY	DISEASE/TRAIT	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	SNP_GENE_IDS	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	SNPS	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc	CNV
8/7/2012	22693455	Perry JR	5/31/2012	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls"	"2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.29	4.00E-21	20.39794001	(Obese)	1.26	[1.20 - 1.32]	NR [NR]	N
8/7/2012	22693455	Perry JR	5/31/2012	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls"	"2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls"	16q12.2	16	53786615	FTO	FTO			79068			rs9939609-A	rs9939609		9939609	intron_variant	0	0.4	1.00E-20	20	(Obese)	1.25	[1.19-1.30]	NR [NR]	N
8/7/2012	22693455	Perry JR	5/31/2012	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls"	"2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls"	6p22.3	6	20686342	CDKAL1	CDKAL1			54901			rs7766070-A	rs7766070		7766070	intron_variant	0	0.27	6.00E-11	10.22184875	(Obese)	1.21	[1.14-1.28]	NR [NR]	N
8/7/2012	22693455	Perry JR	5/31/2012	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls"	"2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls"	10q23.33	10	92705802	HHEX	HHEX - EXOC6	3087	54536		10151	128911	rs5015480-C	rs5015480		5015480	downstream_gene_variant	0	0.57	2.00E-09	8.698970004	(Obese)	1.18	[1.11-1.23]	NR [NR]	N
8/7/2012	22693455	Perry JR	5/31/2012	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls"	"2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls"	3q27.2	3	185793899	IG2BP2	IGF2BP2			10644			rs4402960-T	rs4402960		4402960	intron_variant	0	0.31	3.00E-09	8.522878745	(Obese)	1.15	[1.10-1.21]	NR [NR]	N
11/15/2012	22961080	Li H	9/6/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/22961080	A genome-wide association study identifies GRK5 and RASGRP1 as type 2 diabetes loci in Chinese Hans.	Type 2 diabetes	"1,839 Han Chinese ancestry cases, 1,873 Han Chinese ancestry controls"	"15,979 East Asian ancestry cases, 19,360 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	10q26.11	10	119389891	GRK5	GRK5			2869			rs10886471-C	rs10886471		10886471	intron_variant	0	0.778	7.00E-09	8.15490196		1.12	[1.08-1.16]	Illumina [2234194] (imputed)	N
11/15/2012	22961080	Li H	9/6/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/22961080	A genome-wide association study identifies GRK5 and RASGRP1 as type 2 diabetes loci in Chinese Hans.	Type 2 diabetes	"1,839 Han Chinese ancestry cases, 1,873 Han Chinese ancestry controls"	"15,979 East Asian ancestry cases, 19,360 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	15q14	15	38530704	RASGRP1	RASGRP1			10125			rs7403531-T	rs7403531		7403531	intron_variant	0	0.346	4.00E-09	8.397940009		1.1	[1.06-1.13]	Illumina [2234194] (imputed)	N
11/15/2012	22961080	Li H	9/6/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/22961080	A genome-wide association study identifies GRK5 and RASGRP1 as type 2 diabetes loci in Chinese Hans.	Type 2 diabetes	"1,839 Han Chinese ancestry cases, 1,873 Han Chinese ancestry controls"	"15,979 East Asian ancestry cases, 19,360 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	9p24.2	9	4293150	GLIS3	GLIS3			169792			rs10814916-C	rs10814916		10814916	intron_variant	0	0.439	6.00E-12	11.22184875		1.11	[1.08-1.15]	Illumina [2234194] (imputed)	N
11/15/2012	22961080	Li H	9/6/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/22961080	A genome-wide association study identifies GRK5 and RASGRP1 as type 2 diabetes loci in Chinese Hans.	Type 2 diabetes	"1,839 Han Chinese ancestry cases, 1,873 Han Chinese ancestry controls"	"15,979 East Asian ancestry cases, 19,360 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	9p21.3	9	22132077	CDKN2B	CDKN2B-AS1 - DMRTA1	100048912	63951		10980	314764	rs2383208-A	rs2383208		2383208	intergenic_variant	0	0.558	3.00E-17	16.52287875		1.22	[1.17-1.28]	Illumina [2234194] (imputed)	N
11/15/2012	22961080	Li H	9/6/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/22961080	A genome-wide association study identifies GRK5 and RASGRP1 as type 2 diabetes loci in Chinese Hans.	Type 2 diabetes	"1,839 Han Chinese ancestry cases, 1,873 Han Chinese ancestry controls"	"15,979 East Asian ancestry cases, 19,360 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	10p13	10	12265895	CDC123	CDC123 - CAMK1D	8872	57118		15305	83622	rs11257655-T	rs11257655		11257655	regulatory_region_variant	0	0.564	7.00E-09	8.15490196		1.15	[1.10-1.20]	Illumina [2234194] (imputed)	N
11/15/2012	22961080	Li H	9/6/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/22961080	A genome-wide association study identifies GRK5 and RASGRP1 as type 2 diabetes loci in Chinese Hans.	Type 2 diabetes	"1,839 Han Chinese ancestry cases, 1,873 Han Chinese ancestry controls"	"15,979 East Asian ancestry cases, 19,360 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	17q12	17	37738049	HNF1B	HNF1B			6928			rs4430796-G	rs4430796		4430796	intron_variant	0	0.276	2.00E-11	10.69897		1.19	[1.13-1.25]	Illumina [2234194] (imputed)	N
11/15/2012	22961080	Li H	9/6/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/22961080	A genome-wide association study identifies GRK5 and RASGRP1 as type 2 diabetes loci in Chinese Hans.	Type 2 diabetes	"1,839 Han Chinese ancestry cases, 1,873 Han Chinese ancestry controls"	"15,979 East Asian ancestry cases, 19,360 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	Xq28	X	153597180	FAM58A	FAM58A			92002			rs12010175-G	rs12010175		12010175	intron_variant	0	0.786	2.00E-09	8.698970004		1.21	[1.14-1.28]	Illumina [2234194] (imputed)	N
11/15/2012	22961080	Li H	9/6/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/22961080	A genome-wide association study identifies GRK5 and RASGRP1 as type 2 diabetes loci in Chinese Hans.	Type 2 diabetes	"1,839 Han Chinese ancestry cases, 1,873 Han Chinese ancestry controls"	"15,979 East Asian ancestry cases, 19,360 East Asian ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 159 Filipino ancestry cases, 1,624 Filipino ancestry controls"	Xq28	X	153634467	DUSP9	LOC105373384 - DUSP9	105373384	1852		26434	7976	rs5945326-A	rs5945326		5945326	intergenic_variant	0	0.606	7.00E-16	15.15490196		1.18	[1.13-1.23]	Illumina [2234194] (imputed)	N
6/26/2013	23532257	Ma RC	3/27/2013	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/23532257	Genome-wide association study in a Chinese population identifies a susceptibility locus for type 2 diabetes at 7q32 near PAX4.	Type 2 diabetes	"684 Han Chinese ancestry cases, 955 Han Chinese ancestry controls"	"18,954 East Asian ancestry cases, 18,029 East Asian ancestry controls, 794 Malay ancestry cases, 1,204 Malay ancestry controls, 977 Indian ancestry cases, 1,169 Indian ancestry controls, 8,130 European ancestry cases, 38,987 European ancestry controls"	7q32.1	7	127606849	"ARF5, PAX4, SND1"	FSCN3 - PAX4	29999	5078		5052	3443	rs10229583-G	rs10229583		10229583	downstream_gene_variant	0	0.825	2.00E-10	9.698970004	(East Asian)	1.14	[1.09-1.19]	Illumina [2925090] (imputed)	N
3/1/2014	23937595	Al Safar HS	8/13/2013	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23937595	A genome-wide search for type 2 diabetes susceptibility genes in an extended Arab family.	Type 2 diabetes	66 Arab ancestry cases and 112 Arab ancestry controls from one extended family	"116 Arab ancestry cases, 199 Arab ancestry controls"	4p12	4	46966033	"GABRA4, COX7B2"	GABRA4			2557			rs2055942-?	rs2055942		2055942	intron_variant	0	NR	1.00E-06	6				Illumina [443502]	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	7q32.1	7	128222749	"MIR129, LEP"	LOC101928423			101928423			rs791595-A	rs791595		791595	regulatory_region_variant	0	0.08	3.00E-13	12.52287875		1.17	[1.12-1.22]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	9q34.3	9	136357696	GPSM1	GPSM1			26086			rs11787792-A	rs11787792		11787792	intron_variant	0	0.874	2.00E-10	9.698970004		1.15	[1.10-1.20]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	17p13.1	17	7037074	SLC16A13	SLC16A13			201232			rs312457-G	rs312457		312457	intron_variant	0	0.078	8.00E-13	12.09691001		1.2	[1.14-1.26]	Illumina [6209637] (imputed)	N
5/1/2014	24101674	Hanson RL	10/7/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/24101674	A genome-wide association study in American Indians implicates DNER as a susceptibility locus for type 2 diabetes.	Type 2 diabetes	"278 American Indian ancestry young-onset cases, 129 American Indian ancestry cases, 424 American Indian ancestry controls from 514 sibships"	"1,273 American Indian ancestry cases, 1,635 American Indian ancestry controls, 793 cases, 3,133 controls"	2q36.3	2	229657682	DNER	DNER			92737			rs1861612-T	rs1861612		1861612	intron_variant	0	0.64	7.00E-08	7.15490196		1.29	[NR]	Affymetrix [453654]	N
5/1/2014	24101674	Hanson RL	10/7/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/24101674	A genome-wide association study in American Indians implicates DNER as a susceptibility locus for type 2 diabetes.	Type 2 diabetes	"278 American Indian ancestry young-onset cases, 129 American Indian ancestry cases, 424 American Indian ancestry controls from 514 sibships"	"1,273 American Indian ancestry cases, 1,635 American Indian ancestry controls, 793 cases, 3,133 controls"	11p15.4	11	2810311	KCNQ1	KCNQ1			3784			rs8181588-A	rs8181588		8181588	intron_variant	0	0.48	5.00E-09	8.301029996		1.3	[NR]	Affymetrix [453654]	N
6/2/2015	25102180	Ng MC	8/7/2014	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25102180	Meta-analysis of genome-wide association studies in african americans provides insights into the genetic architecture of type 2 diabetes.	Type 2 diabetes	"8,284 African American cases, 15,543 African American controls"	"6,061 African American cases, 5,483 African American controls, 8,130 European ancestry cases, 38,987 European ancestry controls"	15q22.2	15	60076007	ANXA2	LOC105370838 - LOC105370839	105370838	105370839		34108	90932	rs335810-A	rs335810		335810	intron_variant	0	0.69	7.00E-06	5.15490196		1.1	[1.06-1.15]	"Affymetrix, Illumina [2579389] (imputed)"	N
5/13/2015	21347282	Lettre G	2/10/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	"Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project."	Type 2 diabetes	"1,264 African American cases, 5,678 African American controls"	"503 African American cases, 1,656 African American controls"	10q25.2	10	112994329	TCF7L2	TCF7L2			6934			rs7901695-?	rs7901695		7901695	intron_variant	0	0.45	1.00E-06	6	(T2D)	1.1947432	[1.11-1.28]	Affymetrix [~ 2740000] (imputed)	N
5/13/2015	21347282	Lettre G	2/10/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	"Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project."	Type 2 diabetes	"1,264 African American cases, 5,678 African American controls"	"503 African American cases, 1,656 African American controls"	2q24.3	2	164893880	intergenic	LOC101929633 - SLC38A11	101929633	151258		44484	3865	rs13424957-?	rs13424957		13424957	downstream_gene_variant	0	0.81	3.00E-06	5.522878745	(T2D)	1.242236	[1.14-1.36]	Affymetrix [~ 2740000] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	3q27.2	3	185811292	IGF2BP2	IGF2BP2			10644			rs1470579-C	rs1470579		1470579	intron_variant	0	0.34	5.00E-14	13.30103		1.19	[1.14-1.24]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	3p24.3	3	23156993	UBE2E2	RPL24P7 - UBE2E2-AS1	100270963	100505877		22126	38077	rs6780569-G	rs6780569		6780569	intergenic_variant	0	0.83	4.00E-07	6.397940009		1.17	[1.10-1.24]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	4p16.3	4	1316113	MAEA	MAEA			10296			rs6815464-G	rs6815464		6815464	intron_variant	0	0.64	2.00E-07	6.698970004		1.1236	[1.08-1.18]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	6p22.3	6	20661019	CDKAL1	CDKAL1			54901			rs7754840-C	rs7754840		7754840	intron_variant	0	0.42	2.00E-13	12.69897		1.18	[1.13-1.23]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	8q24.11	8	117172544	SLC30A8	"LOC105375716, SLC30A8"			"105375716, 169026"			rs13266634-C	rs13266634		13266634	missense_variant	0	0.58	5.00E-07	6.301029996		1.12	[1.07-1.17]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	9p21.3	9	22134095	"CDKN2A, CDKN2B"	CDKN2B-AS1 - DMRTA1	100048912	63951		12998	312746	rs10811661-T	rs10811661		10811661	intergenic_variant	0	0.55	1.00E-18	18		1.23	[1.18-1.29]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.04	2.00E-15	14.69897		1.48	[1.34-1.63]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	10q23.33	10	92703125	HHEX	HHEX - EXOC6	3087	54536		7474	131588	rs1111875-C	rs1111875		1111875	regulatory_region_variant	0	0.29	2.00E-08	7.698970004		1.14	[1.09-1.20]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	11p15.4	11	2818521	KCNQ1	KCNQ1			3784			rs2237892-C	rs2237892		2237892	intron_variant	0	0.61	4.00E-29	28.39794001		1.3	[1.24-1.36]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	15q22.2	15	62104190	"C2CD4B, C2CD4A"	NPM1P47 - C2CD4B	100129972	388125		20791	59348	rs7172432-A	rs7172432		7172432	intergenic_variant	0	0.57	1.00E-06	6		1.11	[1.07-1.16]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	15q26.1	15	89831025	AP3S2	"AP3S2, C15orf38-AP3S2"			"10239, 100526783"			rs2028299-C	rs2028299		2028299	3_prime_UTR_variant	0	0.23	3.00E-06	5.522878745		1.13	[1.07-1.19]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	17q12	17	37738049	HNF1B	HNF1B			6928			rs4430796-G	rs4430796		4430796	intron_variant	0	0.37	4.00E-06	5.397940009		1.11	[1.06-1.16]	Illumina [6209637] (imputed)	N
3/11/2014	23945395	Hara K	8/14/2013	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23945395	Genome-wide association study identifies three novel loci for type 2 diabetes.	Type 2 diabetes	"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls"	"24,416 East Asian ancestry cases, 13,985 East Asian ancestry controls"	Xq28	X	153634467	DUSP9	LOC105373384 - DUSP9	105373384	1852		26434	7976	rs5945326-A	rs5945326		5945326	intergenic_variant	0	0.68	2.00E-12	11.69897		1.14	[1.10-1.18]	Illumina [6209637] (imputed)	N
8/2/2014	24390345	Williams AL	12/25/2013	Nature	www.ncbi.nlm.nih.gov/pubmed/24390345	Sequence variants in SLC16A11 are a common risk factor for type 2 diabetes in Mexico.	Type 2 diabetes	"3,848 Mexican and other Latin American ancestry cases, 4,366 Mexican and other Latin American ancestry controls"	"896 Mexican American cases, 832 Mexican American controls, 2,768 East Asian ancestry cases, 2,880 East Asian ancestry controls, 1,082 South Asian ancestry cases, 1,105 South Asian ancestry controls, 1,874 European ancestry cases, 1,333 European ancestry controls, 2,127 African American cases, 2,103 African American controls, 698 Native Hawaiian ancestry cases, 579 Native Hawaiian ancestry controls, 2,009 Singaporean ancestry cases, 1959 Singaporean ancestry controls"	17p13.1	17	7041768	"SLC16A13, SLC16A11"	SLC16A11			162515			rs75493593-?	rs75493593		75493593	missense_variant	0	NR	5.00E-15	14.30103		1.25	[1.18-1.32]	Illumina [9200000] (imputed)	N
8/2/2014	24390345	Williams AL	12/25/2013	Nature	www.ncbi.nlm.nih.gov/pubmed/24390345	Sequence variants in SLC16A11 are a common risk factor for type 2 diabetes in Mexico.	Type 2 diabetes	"3,848 Mexican and other Latin American ancestry cases, 4,366 Mexican and other Latin American ancestry controls"	"896 Mexican American cases, 832 Mexican American controls, 2,768 East Asian ancestry cases, 2,880 East Asian ancestry controls, 1,082 South Asian ancestry cases, 1,105 South Asian ancestry controls, 1,874 European ancestry cases, 1,333 European ancestry controls, 2,127 African American cases, 2,103 African American controls, 698 Native Hawaiian ancestry cases, 579 Native Hawaiian ancestry controls, 2,009 Singaporean ancestry cases, 1959 Singaporean ancestry controls"	9p21.1	9	28772702	LINGO2	LINGO2			158038			rs824248-T	rs824248		824248	intergenic_variant	0	NR	8.00E-06	5.096910013		1.18	[1.10-1.26]	Illumina [9200000] (imputed)	N
8/2/2014	24390345	Williams AL	12/25/2013	Nature	www.ncbi.nlm.nih.gov/pubmed/24390345	Sequence variants in SLC16A11 are a common risk factor for type 2 diabetes in Mexico.	Type 2 diabetes	"3,848 Mexican and other Latin American ancestry cases, 4,366 Mexican and other Latin American ancestry controls"	"896 Mexican American cases, 832 Mexican American controls, 2,768 East Asian ancestry cases, 2,880 East Asian ancestry controls, 1,082 South Asian ancestry cases, 1,105 South Asian ancestry controls, 1,874 European ancestry cases, 1,333 European ancestry controls, 2,127 African American cases, 2,103 African American controls, 698 Native Hawaiian ancestry cases, 579 Native Hawaiian ancestry controls, 2,009 Singaporean ancestry cases, 1959 Singaporean ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	NR	1.00E-14	14		1.37	[1.27-1.48]	Illumina [9200000] (imputed)	N
8/2/2014	24390345	Williams AL	12/25/2013	Nature	www.ncbi.nlm.nih.gov/pubmed/24390345	Sequence variants in SLC16A11 are a common risk factor for type 2 diabetes in Mexico.	Type 2 diabetes	"3,848 Mexican and other Latin American ancestry cases, 4,366 Mexican and other Latin American ancestry controls"	"896 Mexican American cases, 832 Mexican American controls, 2,768 East Asian ancestry cases, 2,880 East Asian ancestry controls, 1,082 South Asian ancestry cases, 1,105 South Asian ancestry controls, 1,874 European ancestry cases, 1,333 European ancestry controls, 2,127 African American cases, 2,103 African American controls, 698 Native Hawaiian ancestry cases, 579 Native Hawaiian ancestry controls, 2,009 Singaporean ancestry cases, 1959 Singaporean ancestry controls"	11p15.4	11	2837316	KCNQ1	KCNQ1			3784			rs2237897-C	rs2237897		2237897	intron_variant	0	NR	9.00E-15	14.04575749		1.31	[1.22-1.41]	Illumina [9200000] (imputed)	N
10/9/2014	24465431	Ma RC	1/20/2014	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24465431	"Familial young-onset diabetes, pre-diabetes and cardiovascular disease are associated with genetic variants of DACH1 in Chinese."	Type 2 diabetes (young onset) and obesity	"99 Chinese ancestry cases, 101 Chinese ancestry controls"	NA	3q27.3	3	188074923	LPP	LOC105374268			105374268			rs16862964-G	rs16862964		16862964	intergenic_variant	0	0.262	7.00E-06	5.15490196		2.59	[1.71-3.94]	Illumina [425513]	N
10/9/2014	24465431	Ma RC	1/20/2014	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24465431	"Familial young-onset diabetes, pre-diabetes and cardiovascular disease are associated with genetic variants of DACH1 in Chinese."	Type 2 diabetes (young onset) and obesity	"99 Chinese ancestry cases, 101 Chinese ancestry controls"	NA	5q23.2	5	124804202	ZNF608	LOC105379156 - LOC105379157	105379156	105379157		2274	64969	rs6595551-G	rs6595551		6595551	downstream_gene_variant	0	0.53	6.00E-06	5.22184875		2.63	[1.72-4.01]	Illumina [425513]	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.3	8.00E-75	74.09691001		1.4	[1.35-1.46]	"Affymetrix, Illumina [2500000] (imputed)"	N
